@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
152281,8309,'military system',2,neutral
66744,3387,'Driven by a fantastic dual performance from Ian Holm',4,positive
4285,163,'knows , when you cross toxic chemicals with a bunch of exotic creatures',2,neutral
36187,1709,'relationship and',3,'somewhat positive'
96774,5054,Clive,2,neutral
5216,207,fairy,2,neutral
36962,1751,handily,3,'somewhat positive'
144242,7828,'ridiculously inappropriate',1,'somewhat negative'
136207,7363,'A slick ,',3,'somewhat positive'
8887,370,'with depth',3,'somewhat positive'
112392,5969,'s a satisfying summer blockbuster and worth a look .',3,'somewhat positive'
33906,1591,'worse than bland',0,negativ
101612,5347,'with lots of sloppiness',1,'somewhat negative'
113035,6002,'is so clumsily sentimental and',2,neutral
94575,4937,'No one involved ,',2,neutral
79010,4065,'`` Spider-Man  certainly delivers the goods',4,positive
63446,3210,'grow boring',1,'somewhat negative'
19007,834,'Fast and funny , an action cartoon that s suspenseful enough for older kids but not too scary for the school-age crowd',4,positive
1356,50,'making it one of the best war movies ever made',4,positive
93369,4869,'a phony relationship',1,'somewhat negative'
114952,6121,'loved on first sight and , even more important',3,'somewhat positive'
58125,2928,'while Tavernier is more concerned with the entire period of history',2,neutral
229,8,'wit it plays like a reading from Bartlett s Familiar Quotations',2,neutral
37863,1800,testing,2,neutral
136681,7390,'Robin Williams and',2,neutral
91454,4757,'of theater history',3,'somewhat positive'
123664,6641,'Nothing about the film -- with the possible exception of Elizabeth Hurley s breasts -- is authentic .',0,negativ
46238,2250,'lost the ability to think',1,'somewhat negative'
150483,8199,'rude and crude humor',1,'somewhat negative'
98246,5149,'for a silly hack-and-slash flick',1,'somewhat negative'
140194,7607,'most third-rate horror sequels',1,'somewhat negative'
144462,7844,'-LRB- `` Take Care of My Cat  -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .',3,'somewhat positive'
81055,4177,'is long on narrative and -LRB- too -RRB- short',1,'somewhat negative'
60971,3079,'celebrates radical , nonconformist values , What to Do in Case of Fire ?',2,neutral
67565,3429,'enough to let you bask in your own cleverness as you figure it out',3,'somewhat positive'
104897,5539,'somehow snagged an Oscar nomination',1,'somewhat negative'
126937,6824,'two men',2,neutral
25030,1141,'talking heads',2,neutral
117763,6287,'it is visually ravishing , penetrating , impenetrable .',3,'somewhat positive'
114115,6066,'this character understandable',2,neutral
133521,7204,'A clever script',3,'somewhat positive'
56490,2837,'to the 51st power , more',2,neutral
61513,3110,'the space station suspended like a huge set of wind chimes over the great blue globe',2,neutral
10790,458,'feeling any of it',2,neutral
8277,343,'labours as storytelling',1,'somewhat negative'
135149,7295,'that the picture is unfamiliar ,',2,neutral
53445,2650,diatribes,2,neutral
16013,687,'the master of innuendo',3,'somewhat positive'
123465,6628,'is an all-time low for Kevin Costner .',0,negativ
134318,7246,'it belongs on the big screen',3,'somewhat positive'
115274,6140,'the general s fate',2,neutral
144270,7832,'Darkly funny and frequently insightful .',4,positive
37189,1763,'a perfectly acceptable widget',3,'somewhat positive'
126854,6820,'a similar theme',2,neutral
45230,2197,'the age of 12',2,neutral
3881,147,'to a pulp in his Dangerous Game',2,neutral
138739,7518,'haunting and sublime music',2,neutral
42459,2046,'the time Christmas rolls around',2,neutral
119752,6404,'hour-and-a-half-long commercial',1,'somewhat negative'
69516,3533,'one of the most savagely hilarious social critics',3,'somewhat positive'
136415,7376,'Some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and',2,neutral
106357,5615,'tone and',2,neutral
51163,2518,'written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups',1,'somewhat negative'
111391,5908,'if you ve never heard of Chaplin',2,neutral
120170,6426,'get an ugly , mean-spirited lashing',1,'somewhat negative'
108966,5768,'seemed too pat and familiar to hold my interest',0,negativ
153905,8409,'speak about other than the fact that it is relatively short',2,neutral
77071,3965,'remembered as Roman Coppola s brief pretentious period before going on to other films that actually tell a story worth caring about',2,neutral
67828,3444,'how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible',4,positive
84394,4366,'While it s nothing we have nt seen before from Murphy',2,neutral
113826,6049,Bronx,2,neutral
72490,3704,'sets Ms. Birot s film apart from others in the genre',2,neutral
124916,6713,'Alexandre Dumas  classic',2,neutral
62882,3181,'educates viewers with words and pictures',3,'somewhat positive'
107700,5691,', there is a mediocre movie trying to get out .',0,negativ
52894,2622,'loses faith in its own viability and succumbs to joyless special-effects excess',1,'somewhat negative'
153164,8364,'Mr. Schnitzler proves himself a deft pace master and stylist .',4,positive
1375,51,clunky,1,'somewhat negative'
85797,4439,'strongest and most touching movie of recent years',4,positive
16345,704,'is interesting to witness the conflict from the Palestinian side',3,'somewhat positive'
103308,5447,'cross and change',2,neutral
16180,698,'would have loved it',2,neutral
41988,2020,'Deliciously slow .',3,'somewhat positive'
135073,7291,'that s been sitting open too long',2,neutral
65482,3316,'a public restroom',2,neutral
84414,4366,'aggressively silly',1,'somewhat negative'
94639,4940,'most of the movie',2,neutral
42445,2045,'a lot of Memento',2,neutral
116286,6199,'little less bling-bling and',2,neutral
124650,6698,'did not',2,neutral
22358,1007,'wit and humor',3,'somewhat positive'
20808,929,'Collateral Damage is trash',0,negativ
117487,6270,'Charlize CHASES Kevin',2,neutral
109565,5805,'yet depressing film',1,'somewhat negative'
152367,8314,'such a mechanical endeavor -LRB- that',2,neutral
3642,136,pieces,2,neutral
12660,544,unhurried,2,neutral
46945,2287,'amid the bland animation and simplistic story',1,'somewhat negative'
46230,2250,'firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there s a little girl-on-girl action',0,negativ
130792,7048,'the passion , creativity , and fearlessness',3,'somewhat positive'
110737,5866,'the basic flaws in his vision',1,'somewhat negative'
32849,1539,'is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness',3,'somewhat positive'
90339,4702,'is rote spookiness ,',2,neutral
7263,296,'might want to look it up .',2,neutral
117881,6296,'All mood and no movie',2,neutral
97782,5119,'of a stadium-seat megaplex',2,neutral
62647,3168,'obstacles for him',2,neutral
106376,5618,'Dark and unrepentant',2,neutral
94805,4946,'from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea',0,negativ
20298,906,'They exist for hushed lines like `` They re back ! ',2,neutral
106421,5620,'energy and imagination',3,'somewhat positive'
83657,4324,so-five-minutes-ago,2,neutral
136179,7360,'you could have guessed at the beginning',2,neutral
58634,2954,'nasty journey',1,'somewhat negative'
135470,7316,'his circle',2,neutral
11070,472,'more of the ` laughing at  variety than the ` laughing with',3,'somewhat positive'
18750,822,'slightly humorous and tender',3,'somewhat positive'
29264,1354,polemical,2,neutral
77060,3964,'a lot more bluster',2,neutral
27479,1262,', quirky , original',3,'somewhat positive'
101974,5367,'on its side',2,neutral
104766,5533,'Kenneth Branagh s energetic sweet-and-sour performance',2,neutral
152618,8328,'the overall experience is awesome',4,positive
125892,6762,'heard in the sea of Holocaust movies',2,neutral
50881,2504,'s a masterpeice',2,neutral
92316,4805,'seemed bored',1,'somewhat negative'
71865,3667,'Neighbor s',2,neutral
8779,366,'With or',2,neutral
53053,2632,'Good actors have a radar for juicy roles -- there s a plethora of characters in this picture , and not one of them is flat .',3,'somewhat positive'
119337,6380,'By the time the surprise ending is revealed , interest can not be revived .',1,'somewhat negative'
139961,7593,'then again , I hate myself most mornings .',0,negativ
54857,2732,'should not consider this a diss .',3,'somewhat positive'
59740,3012,'The acting is amateurish , the cinematography is atrocious',0,negativ
1605,59,otherwise,2,neutral
129079,6942,', it simply lulls you into a gentle waking coma .',0,negativ
21817,977,'an actor s',2,neutral
126332,6791,'is very choppy and monosyllabic despite the fact',0,negativ
18621,817,'want to check it out',3,'somewhat positive'
62808,3178,'is deadly dull',0,negativ
109244,5785,'with unintended laughs',2,neutral
40253,1928,slow-motion,2,neutral
126088,6773,'a group of talented friends',3,'somewhat positive'
20208,899,'-LRB- its -RRB-',2,neutral
123924,6654,'you shoot something on crummy-looking videotape',1,'somewhat negative'
78171,4022,'sneaks up on the viewer , providing an experience that is richer than anticipated',4,positive
6525,259,'looking , sounding and simply feeling like no other film in recent history',3,'somewhat positive'
91378,4753,'this Argentinean ` dramedy  succeeds mainly on the shoulders of its actors .',3,'somewhat positive'
39194,1869,unoriginal,1,'somewhat negative'
109864,5819,'keeps him',2,neutral
71329,3638,'question an ancient faith',2,neutral
145235,7892,'the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud',4,positive
17895,779,'a comedian',2,neutral
123971,6655,'the world s best actors , Daniel Auteuil',4,positive
140393,7619,'Seagal ,',2,neutral
28587,1320,'their ideological differences',2,neutral
74915,3841,'you ve got the wildly popular Vin Diesel in the equation',3,'somewhat positive'
15047,647,Janszen,2,neutral
91420,4755,'Hugh Grant and',2,neutral
154411,8440,'by Charles Stone III',2,neutral
67861,3446,'Like a grinning Jack O  Lantern',2,neutral
152101,8298,'a series of preordained events',2,neutral
28106,1291,'the compendium about crass , jaded movie types and the phony baloney movie biz',1,'somewhat negative'
94618,4939,'real narrative logic',3,'somewhat positive'
4496,170,Campanella,2,neutral
116691,6222,strut,2,neutral
109182,5781,'Antonia s true emotions',2,neutral
134773,7275,'ve come to expect , including the assumption that `` crazy  people are innocent , childlike and inherently funny',2,neutral
70694,3603,'the large cast',2,neutral
104829,5536,'A remarkable film by Bernard Rose .',4,positive
71214,3634,'time fillers between surf shots',1,'somewhat negative'
26604,1220,'This movie , a certain scene in particular',2,neutral
110141,5832,'Freddy Got Fingered',2,neutral
61300,3098,'a most hard-hearted person',1,'somewhat negative'
141354,7667,'ends with a large human tragedy .',2,neutral
67367,3418,'gathering dust',1,'somewhat negative'
33404,1566,'bracing intelligence and a vision both painterly and literary',4,positive
107961,5711,'fascinating , unnerving examination',4,positive
101186,5318,'The film is hampered by its predictable plot and paper-thin supporting characters .',1,'somewhat negative'
120100,6424,'It s an entertaining movie ,',4,positive
139876,7589,'the ambiguous welcome',3,'somewhat positive'
142234,7716,guilt-suffused,2,neutral
50162,2465,'An intriguing near-miss .',2,neutral
64379,3259,'that encourages you to accept it as life and go with its flow',3,'somewhat positive'
86640,4488,'-LRB- A -RRB- crushing disappointment .',0,negativ
86514,4480,'of River s Edge , Dead Man',2,neutral
13445,578,'... and excellent use of music by India s popular Gulzar and Jagjit Singh',3,'somewhat positive'
116434,6209,'flat manner',1,'somewhat negative'
149449,8134,'it has you study them',2,neutral
145022,7877,'Sweet Home Alabama ',2,neutral
110021,5826,'moviegoing audience',2,neutral
24481,1113,gear,2,neutral
123302,6618,'s a well-written and occasionally challenging social drama that actually has something interesting to say',4,positive
97626,5108,'A superlative B movie --',3,'somewhat positive'
103171,5441,'of poetic tragedy',2,neutral
143463,7787,'thick clouds of denial',1,'somewhat negative'
124275,6674,'have their funny bones tickled',3,'somewhat positive'
80360,4140,'cheap , ludicrous attempt',0,negativ
117905,6298,'of Juliette Binoche',2,neutral
66333,3364,'flirts with kitsch',2,neutral
6159,245,'the-night chills',2,neutral
15109,650,9,2,neutral
154204,8426,'It s pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .',3,'somewhat positive'
60968,3079,'For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?',2,neutral
22835,1033,'Eh .',2,neutral
12731,548,'like a classroom play in a college history course',1,'somewhat negative'
101701,5354,'is not that it s offensive , but that it s boring',1,'somewhat negative'
64905,3286,'cutting room floor',2,neutral
59237,2989,'more tacky and reprehensible',1,'somewhat negative'
26777,1229,'young Brooklyn hoods',2,neutral
37373,1772,'sick and',1,'somewhat negative'
68816,3495,'enough in spirit to its freewheeling trash-cinema roots',2,neutral
17031,739,'In theory',2,neutral
67620,3432,'of your day',2,neutral
96126,5021,'The movie is a dud .',0,negativ
19579,859,parody,2,neutral
63363,3206,'with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage',3,'somewhat positive'
129497,6963,'parallel and defiant aesthetic',2,neutral
14985,644,'of Beck s next project',2,neutral
127603,6863,'a man with unimaginable demons',2,neutral
114421,6085,'wisely unsentimental',2,neutral
76210,3909,Armageddon,1,'somewhat negative'
73904,3779,'familial community',2,neutral
136019,7348,'is in its examination of America s culture of fear as a root cause of gun violence',2,neutral
93669,4884,'Hughes comedy',3,'somewhat positive'
97733,5117,'its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale',4,positive
52931,2624,'Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .',3,'somewhat positive'
106333,5615,'Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .',3,'somewhat positive'
79130,4075,'Antwone Fisher manages the dubious feat of turning one man s triumph of will into everyman s romance comedy .',4,positive
102184,5378,'that eats , meddles , argues , laughs , kibbitzes and fights',2,neutral
60107,3032,'could have planned for',2,neutral
88691,4608,', this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .',4,positive
117327,6260,'with plot twists',2,neutral
116979,6240,'check this one out',3,'somewhat positive'
136920,7405,repelled,2,neutral
65738,3332,'informative and breathtakingly spectacular',4,positive
108332,5733,'that makes Michael Jordan jealous',1,'somewhat negative'
140700,7633,tucked,2,neutral
29055,1345,'lacks considerable brio .',2,neutral
150948,8228,'as a friend',3,'somewhat positive'
25124,1149,'Elegantly produced and expressively performed',3,'somewhat positive'
69440,3530,'The film is about the relationships rather than about the outcome .',2,neutral
107359,5673,'is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann',3,'somewhat positive'
48541,2371,'of Miramax chief',2,neutral
107652,5690,'an unabashedly romantic picture',3,'somewhat positive'
47857,2332,'Disney sequels',2,neutral
80740,4159,'into ESPN s Ultimate X.',2,neutral
113646,6041,'will occur and not `` if',2,neutral
8265,342,stops,2,neutral
52157,2575,'so not-at-all-good',0,negativ
68524,3477,'blows things up',2,neutral
47941,2338,'much humor as pathos',2,neutral
72375,3699,'of a good movie ye who enter here',3,'somewhat positive'
130328,7020,'ideas original',3,'somewhat positive'
77052,3963,'is casual and fun',3,'somewhat positive'
2294,87,'great acting',4,positive
153038,8356,'into an idea of expectation',2,neutral
73891,3779,'the new populist comedies that underscore the importance of family tradition and familial community',3,'somewhat positive'
141082,7652,'flick for that matter',2,neutral
28297,1305,'first-time director Denzel Washington and a top-notch cast manage to keep things interesting .',4,positive
37244,1768,', skateboards , and motorcycles',2,neutral
8868,369,obscenity,1,'somewhat negative'
11301,487,'is not the first time',2,neutral
154960,8478,'Lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago',0,negativ
58072,2926,Fulfills,2,neutral
141289,7663,'of mayhem',2,neutral
25698,1173,'watching ` Comedian ',2,neutral
53847,2673,'with a bracingly nasty accuracy',2,neutral
75006,3847,'Spy Kids 2 : The Island of Lost Dreams',2,neutral
38024,1808,'in Cannes',2,neutral
99213,5202,'it s far tamer than advertised',1,'somewhat negative'
9479,394,follow-your-dream,3,'somewhat positive'
109292,5788,'the best little `` horror  movie',3,'somewhat positive'
81923,4227,'that cold-hearted snake Petrovich -LRB- that would be Reno -RRB-',1,'somewhat negative'
2414,93,'Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel .',1,'somewhat negative'
117554,6273,'is the only winner',4,positive
31507,1474,'record label',2,neutral
47414,2311,'I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! ',3,'somewhat positive'
45944,2235,'meaningful or memorable',2,neutral
72385,3700,'admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure',2,neutral
89830,4674,'deserves recommendation',3,'somewhat positive'
36136,1707,'Home Alone  film',2,neutral
89271,4640,'promisingly but disintegrates into a dreary , humorless soap opera .',0,negativ
16128,694,'depends a lot on how interesting and likable you find them .',2,neutral
71600,3653,'H.G. Wells had a time machine and could take a look at his kin s reworked version',2,neutral
67783,3442,'a new scene',3,'somewhat positive'
59846,3018,'manages sweetness largely without stickiness .',3,'somewhat positive'
56253,2820,'paints a grand picture of an era and',3,'somewhat positive'
146011,7940,'much of a plunge',1,'somewhat negative'
29421,1363,'does not translate well to the screen .',2,neutral
32817,1537,'of Miami Vice',2,neutral
101216,5320,'that is presented with great sympathy and intelligence',4,positive
38477,1833,'to movies',2,neutral
49987,2453,'is that it s too close to real life to make sense',2,neutral
140588,7628,'bland as a block of snow',1,'somewhat negative'
81846,4222,'big-screen blowout',2,neutral
101574,5344,'This New Zealand coming-of-age movie is nt really about anything .',1,'somewhat negative'
61475,3107,'surprisingly decent',3,'somewhat positive'
80197,4132,'it ought to be',2,neutral
91645,4768,'With this new Rollerball',3,'somewhat positive'
137119,7416,'a full hour',2,neutral
1019,37,itself,2,neutral
28770,1333,'making much of an impression',2,neutral
112072,5949,'hates its characters .',2,neutral
132988,7173,'touts his drug as being 51 times stronger than coke',2,neutral
122151,6546,'is suspenseful and ultimately unpredictable ,',4,positive
95984,5014,'sardonic verve',1,'somewhat negative'
101543,5340,'feel like a short stretched out to feature length',1,'somewhat negative'
153448,8381,'a cross between Paul Thomas Anderson s Magnolia and David Lynch s Mulholland Dr.',2,neutral
102675,5408,'know about All the Queen s Men',2,neutral
78945,4061,'but it never quite adds up',1,'somewhat negative'
108733,5755,'it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it',0,negativ
29431,1364,'the spaceship on the launching pad',2,neutral
98294,5151,'`` terrible',0,negativ
71445,3644,'-LRB- Solondz s -RRB-',2,neutral
146598,7975,invested,2,neutral
80007,4122,'is often way off',1,'somewhat negative'
81273,4190,'were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they d earn',1,'somewhat negative'
150922,8226,'the subtle direction of first-timer Hilary Birmingham',3,'somewhat positive'
23748,1079,'Chicago ',2,neutral
119541,6390,'engrossing entertainment',4,positive
29789,1381,uncharted,2,neutral
106784,5640,'little fuss or noise',1,'somewhat negative'
143473,7787,'gets around to its real emotional business',3,'somewhat positive'
94162,4913,'Michael Jackson s nose',2,neutral
44471,2155,'with his usual intelligence and subtlety',3,'somewhat positive'
148643,8087,'festival entries',2,neutral
91176,4743,'constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .',2,neutral
70642,3601,'makes a wonderful subject for the camera .',3,'somewhat positive'
40054,1918,'such literate material',2,neutral
138527,7502,'his passe  chopsocky glory',2,neutral
62002,3135,'of slapstick sequences',3,'somewhat positive'
5243,208,'Well-done supernatural thriller with keen insights',3,'somewhat positive'
38527,1836,shake,2,neutral
75496,3870,'with the slickest of Mamet',2,neutral
110375,5845,'s one tough rock',2,neutral
28526,1319,'The star who helped give a spark to `` Chasing Amy  and `` Changing Lanes  falls flat as thinking man CIA agent Jack Ryan in this summer s new action film , `` The Sum of All Fears',1,'somewhat negative'
14983,644,'the prospect',2,neutral
46152,2246,La,2,neutral
38034,1808,'the festival',2,neutral
136313,7369,'sweet , funny ,',3,'somewhat positive'
103844,5474,'that tell the best story',4,positive
120405,6438,'he still lingers over every point until the slowest viewer grasps it',2,neutral
137016,7410,'are uniformly good',3,'somewhat positive'
64215,3249,'spirit and',2,neutral
57690,2908,'s worked too hard on this movie .',1,'somewhat negative'
13856,596,'the odds and',2,neutral
74208,3801,'required genuine acting from Ms. Spears',3,'somewhat positive'
26957,1238,'s -RRB- a clever thriller with enough unexpected twists to keep our interest .',3,'somewhat positive'
66532,3376,'one of the saddest action hero performances ever witnessed',0,negativ
85724,4434,'the stories and faces and',2,neutral
74111,3794,'tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas',0,negativ
113505,6035,'approached the usher and said that if she had to sit through it again , she should ask for a raise',0,negativ
64796,3281,'Mr. Rose',2,neutral
147980,8054,'The charming result',3,'somewhat positive'
2472,94,results,2,neutral
93971,4903,'with most intelligent viewers',3,'somewhat positive'
126676,6811,'certainly wo nt win any awards in the plot department',0,negativ
146596,7975,'invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God',1,'somewhat negative'
5790,229,found,2,neutral
105397,5566,'an atypically hypnotic approach',2,neutral
2435,93,'the perverse pleasure',3,'somewhat positive'
109476,5798,'told it feels accidental',2,neutral
41007,1966,'a lovely , sad dance',3,'somewhat positive'
34376,1614,'s so laddish and juvenile',1,'somewhat negative'
60146,3033,'by cliches , painful improbability and murky points',1,'somewhat negative'
149088,8112,'reveals the curse of a self-hatred instilled by rigid social mores',2,neutral
128333,6904,'Billy Bob s body',2,neutral
144810,7861,'the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy',1,'somewhat negative'
51695,2548,'to compromise his vision',2,neutral
124915,6713,'of Alexandre Dumas  classic',2,neutral
65897,3342,'tiresome rant',1,'somewhat negative'
19394,851,'drown out',1,'somewhat negative'
5440,217,sequel,2,neutral
140596,7629,'Yakusho , as always , is wonderful as the long-faced sad sack ...',3,'somewhat positive'
114945,6120,'a public bath house',2,neutral
23172,1049,AMC,2,neutral
62942,3185,'is clever and funny , is amused by its special effects ,',3,'somewhat positive'
104638,5525,'of in-between',2,neutral
144279,7833,'demonic doings on the high seas that works better the less the brain is engaged',1,'somewhat negative'
36937,1750,', Treasure Planet is truly gorgeous to behold .',4,positive
68198,3462,'a step further ,',3,'somewhat positive'
126246,6786,', E.T. is still a cinematic touchstone .',4,positive
105342,5562,'of moviegoers for real characters and compelling plots',3,'somewhat positive'
107411,5675,'red herring surroundings',2,neutral
113225,6015,'by way',2,neutral
36583,1730,'for the year',2,neutral
151689,8276,'the original film',2,neutral
78460,4035,'is going to make his debut as a film director',2,neutral
107884,5706,'of warmth and humor',4,positive
6568,261,bites,2,neutral
108069,5717,'the ins and outs',2,neutral
89033,4628,'We re left with a story that tries to grab us , only to keep letting go at all the wrong moments .',1,'somewhat negative'
100331,5263,'any James Bond thriller',2,neutral
110594,5862,'glossy melodrama',1,'somewhat negative'
84387,4364,'succumbs to gravity and plummets to earth',1,'somewhat negative'
33496,1571,'We Went 8 Movies Ago',2,neutral
20850,930,'He s the con , and',2,neutral
30744,1430,'too much exploitation',1,'somewhat negative'
6304,251,carol,2,neutral
90039,4684,'to term an `` ambitious failure',0,negativ
62878,3181,'old-fashioned nature film',2,neutral
79399,4090,'is darkly',2,neutral
127687,6867,'to shout insults at the screen',1,'somewhat negative'
146797,7986,'is its energy',3,'somewhat positive'
29208,1351,self-esteem,2,neutral
90169,4692,'to sustain interest',2,neutral
120593,6448,Fuhrman,2,neutral
155521,8512,'a rather sad story of the difficulties',1,'somewhat negative'
98376,5156,'brilliantly named Half Past Dead -- or for Seagal',1,'somewhat negative'
66354,3365,8-10,2,neutral
31516,1475,'Ritchie s film is easier to swallow than Wertmuller s polemical allegory , but',2,neutral
70387,3587,', psychological action film',2,neutral
129697,6975,gulp,2,neutral
116887,6236,'Marquis de Sade set',2,neutral
108701,5754,'the reason to go see `` Blue Crush  is the phenomenal , water-born cinematography by David Hennings .',3,'somewhat positive'
98598,5167,'Third time s the charm ... yeah , baby',3,'somewhat positive'
146925,7996,'with this movie',2,neutral
78346,4031,'collect the serial killer cards and',2,neutral
154773,8466,'it ` perfection',4,positive
153549,8385,'bad-movie way',1,'somewhat negative'
107238,5667,'has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .',2,neutral
85852,4443,'what experiences you bring to it',2,neutral
133572,7206,'sorts , and it',2,neutral
71449,3644,'is on the border of bemused contempt',1,'somewhat negative'
15301,656,'desperate attempt',1,'somewhat negative'
14490,625,'the tepid Star Trek',2,neutral
59605,3006,'production values & Christian Bale s charisma make up for a derivative plot',3,'somewhat positive'
63006,3189,'recent cinematic history',2,neutral
102134,5375,'the first production -- pro or con --',2,neutral
12772,550,classification,2,neutral
32701,1533,'s easier',2,neutral
40678,1948,'a big way',2,neutral
136752,7396,'There are some laughs in this movie , but Williams  anarchy gets tiresome , the satire is weak .',1,'somewhat negative'
121710,6522,'than a stylish exercise in revisionism whose point',1,'somewhat negative'
79369,4089,'to be the 21st Century s new `` Conan',2,neutral
71103,3628,'Thirteen Conversations About One Thing is a small gem .',3,'somewhat positive'
83284,4301,'a great shame',2,neutral
146477,7968,'not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin',2,neutral
90079,4688,'as conventional as a Nike ad',1,'somewhat negative'
7613,308,'that the airhead movie business deserves from him right now',1,'somewhat negative'
136341,7371,'A movie that both thrills the eye and , in its over-the-top way , touches the heart .',4,positive
2872,110,'that plays like some weird Masterpiece Theater sketch with neither',1,'somewhat negative'
119129,6367,'emotional involvement',2,neutral
127030,6831,'Leaves viewers out in the cold and undermines some phenomenal performances .',1,'somewhat negative'
117193,6253,'Egoyan s work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .',2,neutral
28898,1339,'of irony',2,neutral
120568,6447,'it s neither as funny nor as charming as it thinks it is',2,neutral
114942,6120,'multi-character piece',2,neutral
54740,2725,'For the most part Wilde s droll whimsy helps `` Being Earnest  overcome its weaknesses',2,neutral
11939,511,'that finally get under your skin',2,neutral
53161,2637,'s a beautiful film , full of elaborate and twisted characters',3,'somewhat positive'
23081,1045,'to believe in something that is improbable',1,'somewhat negative'
70145,3571,'the station',2,neutral
83238,4298,'Terminally bland',1,'somewhat negative'
42317,2039,'is certainly no disaster',3,'somewhat positive'
149196,8118,'with the unfortunate trump card being the dreary mid-section of the film',1,'somewhat negative'
110446,5850,'distinguished film legacy',4,positive
21058,942,'the book s irreverent energy ,',3,'somewhat positive'
154926,8476,'The idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .',1,'somewhat negative'
130928,7057,'focuses too much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the - making .',1,'somewhat negative'
114715,6104,'know it s going to be a trip',2,neutral
110286,5840,'barely tolerable',0,negativ
147152,8007,Diego,2,neutral
112629,5980,'create the kind of art shots that fill gallery shows',3,'somewhat positive'
131868,7109,'is dicey screen material that only a genius should touch .',2,neutral
10657,451,center,2,neutral
42567,2053,'emphatic in this properly intense , claustrophobic tale of obsessive love',2,neutral
116599,6218,'A gentle and engrossing character',3,'somewhat positive'
68938,3501,'` Red Shoe Diaries',3,'somewhat positive'
12560,538,fast-paced,3,'somewhat positive'
49211,2406,'the charm of Satin Rouge',4,positive
41433,1991,'includes the line `',2,neutral
89634,4663,'the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise',3,'somewhat positive'
35238,1656,'botching a routine assignment',1,'somewhat negative'
72665,3712,'Everything about Girls Ca nt Swim , even',2,neutral
31782,1489,'the lustrous polished visuals rich in color and creativity',4,positive
111731,5930,'swooping down on a string of exotic locales ,',3,'somewhat positive'
84797,4386,'one man s occupational angst and its subsequent reinvention , a terrifying study of bourgeois',2,neutral
94821,4946,improperly,2,neutral
139122,7541,deliberateness,2,neutral
149462,8135,'fast-moving and',3,'somewhat positive'
116784,6228,'rich subject',3,'somewhat positive'
11848,509,'the mercy of its inventiveness',2,neutral
90093,4689,'a finely written',3,'somewhat positive'
76750,3947,'of static set ups , not much camera movement , and most of the scenes',1,'somewhat negative'
84873,4389,'from a director beginning to resemble someone s crazy French grandfather',1,'somewhat negative'
127829,6875,'here succeeded in',2,neutral
22500,1017,Jon,2,neutral
11494,495,quietly,2,neutral
39024,1862,'best and most mature comedy',3,'somewhat positive'
143624,7795,'dramatic performance',3,'somewhat positive'
